model,seed,scene,occluder,cut,cond,round,d,h,pitch,yaw,hfov,edge_projected,hbin,dbin,dbin3a,n_gt,ncell_3a,ncell_3b,d_3a,d_3b,on_3a,off_3a,on_3b,off_3b,rec_3a,rec_3b,delta_all
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0006.png::boost_h,L7,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.44040399999999996,nan,nan,0.659781,0.219377,nan,1.0,0.44040399999999996
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0007.png::boost_e,L7,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,9.099999999999386e-05,nan,nan,0.046657,0.046566,nan,0.0,9.099999999999386e-05
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0007.png::boost_h,L7,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.0008559999999999991,nan,nan,0.025604,0.024748,nan,0.0,0.0008559999999999991
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260819__0000.png,L0,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.002142000000000005,nan,nan,0.150835,0.148693,nan,0.0,0.002142000000000005
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,5.2999999999997494e-05,nan,nan,0.236494,0.236441,nan,0.0,5.2999999999997494e-05
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0000.png::boost_h,L0,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.0,nan,nan,0.240593,0.240593,nan,0.0,0.0
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0001.png::boost_h,L0,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,0.019204999999999972,nan,nan,0.291755,0.27255,nan,0.0,0.019204999999999972
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.047269000000000005,0.11194599999999999,0.49718,0.449911,0.371492,0.259546,0.0,0.0,0.047269000000000005
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0003.png::boost_h,L0,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.051924000000000026,0.11217499999999997,0.486511,0.434587,0.366399,0.254224,0.0,0.0,0.051924000000000026
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.0041330000000000255,nan,nan,0.207161,0.203028,nan,0.0,0.0041330000000000255
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0004.png::boost_h,L0,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.0035600000000000076,nan,nan,0.200803,0.197243,nan,0.0,0.0035600000000000076
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.006058999999999981,nan,nan,0.269275,0.263216,nan,0.0,0.006058999999999981
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0005.png::boost_h,L0,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.015883000000000036,nan,nan,0.285127,0.269244,nan,0.0,0.015883000000000036
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.03737299999999999,0.14882399999999998,0.427867,0.390494,0.328638,0.179814,0.0,0.0,0.03737299999999999
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0006.png::boost_h,L0,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.008637000000000006,0.160535,0.411724,0.403087,0.347509,0.186974,0.0,0.0,0.008637000000000006
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260819__0000.png,L4,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.002142000000000005,nan,nan,0.150835,0.148693,nan,0.0,0.002142000000000005
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0000.png::boost_e,L4,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,5.2999999999997494e-05,nan,nan,0.236494,0.236441,nan,0.0,5.2999999999997494e-05
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0000.png::boost_h,L4,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.0,nan,nan,0.240593,0.240593,nan,0.0,0.0
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0001.png::boost_h,L4,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,0.019204999999999972,nan,nan,0.291755,0.27255,nan,0.0,0.019204999999999972
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0003.png::boost_e,L4,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.047269000000000005,0.11194599999999999,0.49718,0.449911,0.371492,0.259546,0.0,0.0,0.047269000000000005
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0003.png::boost_h,L4,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.051924000000000026,0.11217499999999997,0.486511,0.434587,0.366399,0.254224,0.0,0.0,0.051924000000000026
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0004.png::boost_e,L4,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.0041330000000000255,nan,nan,0.207161,0.203028,nan,0.0,0.0041330000000000255
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0004.png::boost_h,L4,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.0035600000000000076,nan,nan,0.200803,0.197243,nan,0.0,0.0035600000000000076
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0005.png::boost_e,L4,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.006058999999999981,nan,nan,0.269275,0.263216,nan,0.0,0.006058999999999981
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0005.png::boost_h,L4,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.015883000000000036,nan,nan,0.285127,0.269244,nan,0.0,0.015883000000000036
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0006.png::boost_e,L4,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.03737299999999999,0.14882399999999998,0.427867,0.390494,0.328638,0.179814,0.0,0.0,0.03737299999999999
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0006.png::boost_h,L4,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.008637000000000006,0.160535,0.411724,0.403087,0.347509,0.186974,0.0,0.0,0.008637000000000006
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260819__0000.png,L7,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.002142000000000005,nan,nan,0.150835,0.148693,nan,0.0,0.002142000000000005
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_e,L7,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,5.2999999999997494e-05,nan,nan,0.236494,0.236441,nan,0.0,5.2999999999997494e-05
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_h,L7,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.0,nan,nan,0.240593,0.240593,nan,0.0,0.0
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0001.png::boost_h,L7,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,0.019204999999999972,nan,nan,0.291755,0.27255,nan,0.0,0.019204999999999972
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_e,L7,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.047269000000000005,0.11194599999999999,0.49718,0.449911,0.371492,0.259546,0.0,0.0,0.047269000000000005
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_h,L7,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.051924000000000026,0.11217499999999997,0.486511,0.434587,0.366399,0.254224,0.0,0.0,0.051924000000000026
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_e,L7,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.0041330000000000255,nan,nan,0.207161,0.203028,nan,0.0,0.0041330000000000255
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_h,L7,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.0035600000000000076,nan,nan,0.200803,0.197243,nan,0.0,0.0035600000000000076
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_e,L7,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.006058999999999981,nan,nan,0.269275,0.263216,nan,0.0,0.006058999999999981
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_h,L7,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.015883000000000036,nan,nan,0.285127,0.269244,nan,0.0,0.015883000000000036
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_e,L7,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.03737299999999999,0.14882399999999998,0.427867,0.390494,0.328638,0.179814,0.0,0.0,0.03737299999999999
depth,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_h,L7,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.008637000000000006,0.160535,0.411724,0.403087,0.347509,0.186974,0.0,0.0,0.008637000000000006
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0000.png,L0,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.007690000000000001,0.07971899999999998,0.019663,0.011973,0.220077,0.140358,0.0,0.0,0.07971899999999998
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0001.png,L0,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.065864,0.39886699999999997,0.082125,0.016261,0.509307,0.11044,0.0,1.0,0.39886699999999997
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0003.png,L0,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.273407,0.360767,0.43629,0.162883,0.645066,0.284299,0.0,1.0,0.360767
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0004.png,L0,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.019461,nan,nan,0.02146,0.001999,nan,0.0,0.019461
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0006.png,L0,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,-0.067592,-0.09896000000000005,0.050328,0.11792,0.723876,0.822836,0.0,1.0,-0.09896000000000005
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0007.png,L0,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.694847,-0.05198600000000003,0.118629,0.813476,0.252368,0.304354,0.0,0.0,-0.5611079999999999
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.074599,nan,nan,0.09918,0.024581,nan,0.0,0.074599
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_h,L0,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.047046000000000004,nan,nan,0.050063,0.003017,nan,0.0,0.047046000000000004
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_e,L0,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,-0.017674999999999996,nan,nan,0.022863,0.040538,nan,0.0,-0.017674999999999996
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_h,L0,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.23068399999999997,nan,nan,0.312918,0.082234,nan,0.0,0.23068399999999997
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.005593,nan,nan,0.007336,0.001743,nan,0.0,0.005593
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_h,L0,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.027905,nan,nan,0.030694,0.002789,nan,0.0,0.027905
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.26598900000000003,0.408717,0.267691,0.001702,0.410464,0.001747,0.0,0.0,0.408717
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_h,L0,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.001752,0.0009630000000000001,0.002509,0.000757,0.001291,0.000328,0.0,0.0,0.001752
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.159158,nan,nan,0.167188,0.00803,nan,0.0,0.159158
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_h,L0,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.004046,nan,nan,0.004542,0.000496,nan,0.0,0.004046
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.001964,nan,nan,0.002562,0.000598,nan,0.0,0.001964
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_h,L0,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.00012100000000000001,nan,nan,0.000406,0.000285,nan,0.0,0.00012100000000000001
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_e,L0,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.313023,nan,nan,0.352698,0.039675,nan,0.0,0.313023
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_h,L0,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.263169,nan,nan,0.265661,0.002492,nan,0.0,0.263169
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0000.png,L5,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.034496,0.31944399999999995,0.018056,0.052552,0.494967,0.175523,0.0,0.0,0.31944399999999995
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0001.png,L5,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,-0.07711300000000001,0.34965300000000005,0.208558,0.285671,0.711269,0.361616,0.0,1.0,0.34965300000000005
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0003.png,L5,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.083849,0.45557800000000004,0.144273,0.060424,0.647814,0.192236,0.0,1.0,0.45557800000000004
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0004.png,L5,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.007674,nan,nan,0.008727,0.001053,nan,0.0,0.007674
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0006.png,L5,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.054964,0.13428900000000002,0.078182,0.023218,0.31408,0.179791,0.0,0.0,0.13428900000000002
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0007.png,L5,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.6729310000000001,0.127906,0.084425,0.757356,0.146445,0.018539,0.0,0.0,-0.610911
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_e,L5,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.026355,nan,nan,0.030413,0.004058,nan,0.0,0.026355
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_h,L5,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.034913,nan,nan,0.036879,0.001966,nan,0.0,0.034913
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_e,L5,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.003915,nan,nan,0.013428,0.009513,nan,0.0,0.003915
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_h,L5,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.121573,nan,nan,0.124025,0.002452,nan,0.0,0.121573
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_e,L5,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.495128,nan,nan,0.52573,0.030602,nan,1.0,0.495128
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_h,L5,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.237163,nan,nan,0.239685,0.002522,nan,0.0,0.237163
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_e,L5,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.030780000000000002,0.026640999999999998,0.033762,0.002982,0.029445,0.002804,0.0,0.0,0.030780000000000002
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_h,L5,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.0063230000000000005,0.000545,0.008191,0.001868,0.000889,0.000344,0.0,0.0,0.0063230000000000005
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_e,L5,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.002473,nan,nan,0.00297,0.000497,nan,0.0,0.002473
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_h,L5,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.000956,nan,nan,0.001369,0.000413,nan,0.0,0.000956
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_e,L5,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.0011740000000000001,nan,nan,0.001755,0.000581,nan,0.0,0.0011740000000000001
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_h,L5,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.00016900000000000002,nan,nan,0.000384,0.000215,nan,0.0,0.00016900000000000002
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_e,L5,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.205256,nan,nan,0.209309,0.004053,nan,0.0,0.205256
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_h,L5,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.364517,nan,nan,0.365855,0.001338,nan,0.0,0.364517
