model,seed,scene,occluder,cut,cond,round,d,h,pitch,yaw,hfov,edge_projected,hbin,dbin,dbin3a,n_gt,ncell_3a,ncell_3b,d_3a,d_3b,on_3a,off_3a,on_3b,off_3b,rec_3a,rec_3b,delta_all
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,2.3999999999999987e-05,nan,nan,0.000446,0.000422,nan,0.0,2.3999999999999987e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0005.png::boost_h,L0,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,5.199999999999996e-05,nan,nan,0.00043,0.000378,nan,0.0,5.199999999999996e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.09903,0.7038629999999999,0.099348,0.000318,0.731725,0.027862,0.0,1.0,0.7038629999999999
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0006.png::boost_h,L0,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.331979,0.7325579999999999,0.332295,0.000316,0.755196,0.022638,0.0,1.0,0.7325579999999999
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260819__0000.png,L4,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.007869000000000001,nan,nan,0.087192,0.079323,nan,0.0,0.007869000000000001
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0000.png::boost_e,L4,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,-2.2000000000000318e-05,nan,nan,0.006718,0.00674,nan,0.0,-2.2000000000000318e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0000.png::boost_h,L4,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.0,nan,nan,0.007867,0.007867,nan,0.0,0.0
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0001.png::boost_h,L4,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,2.7000000000000006e-05,nan,nan,9.5e-05,6.8e-05,nan,0.0,2.7000000000000006e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0003.png::boost_e,L4,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.016327,0.167952,0.016556,0.000229,0.183896,0.015944,0.0,0.0,0.167952
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0003.png::boost_h,L4,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.149663,0.189774,0.149979,0.000316,0.210359,0.020585,0.0,0.0,0.189774
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0004.png::boost_e,L4,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.00051,nan,nan,0.005637,0.005127,nan,0.0,0.00051
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0004.png::boost_h,L4,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.000614,nan,nan,0.010215,0.009601,nan,0.0,0.000614
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0005.png::boost_e,L4,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,2.3999999999999987e-05,nan,nan,0.000446,0.000422,nan,0.0,2.3999999999999987e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0005.png::boost_h,L4,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,5.199999999999996e-05,nan,nan,0.00043,0.000378,nan,0.0,5.199999999999996e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0006.png::boost_e,L4,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.09903,0.7038629999999999,0.099348,0.000318,0.731725,0.027862,0.0,1.0,0.7038629999999999
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0006.png::boost_h,L4,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.331979,0.7325579999999999,0.332295,0.000316,0.755196,0.022638,0.0,1.0,0.7325579999999999
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260819__0000.png,L7,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.007869000000000001,nan,nan,0.087192,0.079323,nan,0.0,0.007869000000000001
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_e,L7,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,-2.2000000000000318e-05,nan,nan,0.006718,0.00674,nan,0.0,-2.2000000000000318e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_h,L7,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.0,nan,nan,0.007867,0.007867,nan,0.0,0.0
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0001.png::boost_h,L7,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,2.7000000000000006e-05,nan,nan,9.5e-05,6.8e-05,nan,0.0,2.7000000000000006e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_e,L7,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.016327,0.167952,0.016556,0.000229,0.183896,0.015944,0.0,0.0,0.167952
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_h,L7,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.149663,0.189774,0.149979,0.000316,0.210359,0.020585,0.0,0.0,0.189774
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_e,L7,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.00051,nan,nan,0.005637,0.005127,nan,0.0,0.00051
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_h,L7,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.000614,nan,nan,0.010215,0.009601,nan,0.0,0.000614
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_e,L7,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,2.3999999999999987e-05,nan,nan,0.000446,0.000422,nan,0.0,2.3999999999999987e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_h,L7,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,5.199999999999996e-05,nan,nan,0.00043,0.000378,nan,0.0,5.199999999999996e-05
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_e,L7,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.09903,0.7038629999999999,0.099348,0.000318,0.731725,0.027862,0.0,1.0,0.7038629999999999
depth,43,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_h,L7,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.331979,0.7325579999999999,0.332295,0.000316,0.755196,0.022638,0.0,1.0,0.7325579999999999
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0000.png,L0,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.982485,0.962481,0.999425,0.01694,0.998069,0.035588,1.0,1.0,0.963837
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0001.png,L0,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.062451000000000007,0.913534,0.086649,0.024198,0.956178,0.042644,0.0,1.0,0.913534
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0003.png,L0,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.9090349999999999,0.925276,0.9399,0.030865,0.958026,0.03275,1.0,1.0,0.925276
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0004.png,L0,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.80598,nan,nan,0.891665,0.085685,nan,1.0,0.80598
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0006.png,L0,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.11333599999999999,0.951387,0.130496,0.01716,0.983955,0.032568,0.0,1.0,0.951387
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0007.png,L0,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,0.963332,0.945978,0.980362,0.01703,0.978439,0.032461,1.0,1.0,0.947901
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.829647,nan,nan,0.892854,0.063207,nan,1.0,0.829647
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_h,L0,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.684141,nan,nan,0.722849,0.038708,nan,1.0,0.684141
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_e,L0,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,2.4000000000003185e-05,nan,nan,0.049796,0.049772,nan,0.0,2.4000000000003185e-05
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_h,L0,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,3.599999999999784e-05,nan,nan,0.027929,0.027893,nan,0.0,3.599999999999784e-05
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.06353099999999999,nan,nan,0.151029,0.087498,nan,0.0,0.06353099999999999
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_h,L0,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.064301,nan,nan,0.10015,0.035849,nan,0.0,0.064301
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.056110999999999994,0.8723380000000001,0.07651,0.020399,0.913621,0.041283,0.0,1.0,0.8723380000000001
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_h,L0,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.08430599999999999,0.8822880000000001,0.106486,0.02218,0.936011,0.053723,0.0,1.0,0.8822880000000001
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.800501,nan,nan,0.90051,0.100009,nan,1.0,0.800501
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_h,L0,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.7152890000000001,nan,nan,0.775445,0.060156,nan,1.0,0.7152890000000001
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.673886,nan,nan,0.774116,0.10023,nan,1.0,0.673886
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_h,L0,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.44040399999999996,nan,nan,0.659781,0.219377,nan,1.0,0.44040399999999996
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_e,L0,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,9.099999999999386e-05,nan,nan,0.046657,0.046566,nan,0.0,9.099999999999386e-05
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_h,L0,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.0008559999999999991,nan,nan,0.025604,0.024748,nan,0.0,0.0008559999999999991
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0000.png,L5,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.982485,0.962481,0.999425,0.01694,0.998069,0.035588,1.0,1.0,0.963837
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0001.png,L5,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.062451000000000007,0.913534,0.086649,0.024198,0.956178,0.042644,0.0,1.0,0.913534
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0003.png,L5,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.9090349999999999,0.925276,0.9399,0.030865,0.958026,0.03275,1.0,1.0,0.925276
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0004.png,L5,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.80598,nan,nan,0.891665,0.085685,nan,1.0,0.80598
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0006.png,L5,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.11333599999999999,0.951387,0.130496,0.01716,0.983955,0.032568,0.0,1.0,0.951387
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0007.png,L5,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,0.963332,0.945978,0.980362,0.01703,0.978439,0.032461,1.0,1.0,0.947901
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_e,L5,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.829647,nan,nan,0.892854,0.063207,nan,1.0,0.829647
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_h,L5,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.684141,nan,nan,0.722849,0.038708,nan,1.0,0.684141
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_e,L5,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,2.4000000000003185e-05,nan,nan,0.049796,0.049772,nan,0.0,2.4000000000003185e-05
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_h,L5,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,3.599999999999784e-05,nan,nan,0.027929,0.027893,nan,0.0,3.599999999999784e-05
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_e,L5,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.06353099999999999,nan,nan,0.151029,0.087498,nan,0.0,0.06353099999999999
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_h,L5,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.064301,nan,nan,0.10015,0.035849,nan,0.0,0.064301
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_e,L5,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.056110999999999994,0.8723380000000001,0.07651,0.020399,0.913621,0.041283,0.0,1.0,0.8723380000000001
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_h,L5,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.08430599999999999,0.8822880000000001,0.106486,0.02218,0.936011,0.053723,0.0,1.0,0.8822880000000001
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_e,L5,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.800501,nan,nan,0.90051,0.100009,nan,1.0,0.800501
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_h,L5,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.7152890000000001,nan,nan,0.775445,0.060156,nan,1.0,0.7152890000000001
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_e,L5,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.673886,nan,nan,0.774116,0.10023,nan,1.0,0.673886
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_h,L5,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.44040399999999996,nan,nan,0.659781,0.219377,nan,1.0,0.44040399999999996
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_e,L5,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,9.099999999999386e-05,nan,nan,0.046657,0.046566,nan,0.0,9.099999999999386e-05
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_h,L5,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.0008559999999999991,nan,nan,0.025604,0.024748,nan,0.0,0.0008559999999999991
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0000.png,L7,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.982485,0.962481,0.999425,0.01694,0.998069,0.035588,1.0,1.0,0.963837
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0001.png,L7,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.062451000000000007,0.913534,0.086649,0.024198,0.956178,0.042644,0.0,1.0,0.913534
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0003.png,L7,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.9090349999999999,0.925276,0.9399,0.030865,0.958026,0.03275,1.0,1.0,0.925276
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0004.png,L7,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.80598,nan,nan,0.891665,0.085685,nan,1.0,0.80598
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0006.png,L7,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.11333599999999999,0.951387,0.130496,0.01716,0.983955,0.032568,0.0,1.0,0.951387
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0007.png,L7,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,0.963332,0.945978,0.980362,0.01703,0.978439,0.032461,1.0,1.0,0.947901
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0000.png::boost_e,L7,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.829647,nan,nan,0.892854,0.063207,nan,1.0,0.829647
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0000.png::boost_h,L7,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.684141,nan,nan,0.722849,0.038708,nan,1.0,0.684141
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0001.png::boost_e,L7,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,2.4000000000003185e-05,nan,nan,0.049796,0.049772,nan,0.0,2.4000000000003185e-05
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0001.png::boost_h,L7,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,3.599999999999784e-05,nan,nan,0.027929,0.027893,nan,0.0,3.599999999999784e-05
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0003.png::boost_e,L7,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.06353099999999999,nan,nan,0.151029,0.087498,nan,0.0,0.06353099999999999
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0003.png::boost_h,L7,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.064301,nan,nan,0.10015,0.035849,nan,0.0,0.064301
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0004.png::boost_e,L7,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.056110999999999994,0.8723380000000001,0.07651,0.020399,0.913621,0.041283,0.0,1.0,0.8723380000000001
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0004.png::boost_h,L7,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.08430599999999999,0.8822880000000001,0.106486,0.02218,0.936011,0.053723,0.0,1.0,0.8822880000000001
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0005.png::boost_e,L7,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.800501,nan,nan,0.90051,0.100009,nan,1.0,0.800501
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0005.png::boost_h,L7,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.7152890000000001,nan,nan,0.775445,0.060156,nan,1.0,0.7152890000000001
depth,44,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0006.png::boost_e,L7,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.673886,nan,nan,0.774116,0.10023,nan,1.0,0.673886
