old	new	wave	kind	size_bytes	reason
look_check/scene14/260731_w3_full	look_check/_archive/w3/scene14/260731_w3_full	w3	round	38054774	free round (W3, role=wave-round, cited_by=20) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/260731_w3_l14_bk	look_check/_archive/w3/scene14/260731_w3_l14_bk	w3	round	37554922	free round (W3, role=wave-round, cited_by=1) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/260731_w3_l14_p1	look_check/_archive/w3/scene14/260731_w3_l14_p1	w3	round	38104499	free round (W3, role=wave-round, cited_by=0) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/260731_w3_l14_pre	look_check/_archive/w3/scene14/260731_w3_l14_pre	w3	round	38049055	free round (W3, role=pre-arm, cited_by=0) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/260805_w3_doctrine	look_check/_archive/w3fix/scene14/260805_w3_doctrine	w3fix	round	38163775	free round (W3-fix, role=wave-round, cited_by=20) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/260805_w3_hedgeswap	look_check/_archive/w3fix/scene14/260805_w3_hedgeswap	w3fix	round	38224339	free round (W3-fix, role=wave-round, cited_by=11) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/260806_w3_allview4	look_check/_archive/w3fix/scene14/260806_w3_allview4	w3fix	round	12252302	free round (W3-fix, role=wave-round, cited_by=5) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/260806_w3_allview5	look_check/_archive/w3fix/scene14/260806_w3_allview5	w3fix	round	12131458	free round (W3-fix, role=wave-round, cited_by=22) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/260806_w3_fixqueue	look_check/_archive/w3fix/scene14/260806_w3_fixqueue	w3fix	round	38236820	free round (W3-fix, role=wave-round, cited_by=8) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/260806_w3_fixqueue2	look_check/_archive/w3fix/scene14/260806_w3_fixqueue2	w3fix	round	38130318	free round (W3-fix, role=wave-round, cited_by=14) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene14/v7_pt	look_check/_archive/w2/scene14/v7_pt	w2	round	29933205	free round (W2-ladder, role=baseline-pt(judged), cited_by=28) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene15/260731_w3_full	look_check/_archive/w3/scene15/260731_w3_full	w3	round	55542944	free round (W3, role=wave-round, cited_by=20) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene15/260731_w3_l15_pre	look_check/_archive/w3/scene15/260731_w3_l15_pre	w3	round	55499541	free round (W3, role=pre-arm, cited_by=3) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene15/260805_w3_hedgeswap	look_check/_archive/w3fix/scene15/260805_w3_hedgeswap	w3fix	round	55070994	free round (W3-fix, role=wave-round, cited_by=11) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene15/260806_w3_allview4	look_check/_archive/w3fix/scene15/260806_w3_allview4	w3fix	round	14223079	free round (W3-fix, role=wave-round, cited_by=5) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene15/260806_w3_allview5	look_check/_archive/w3fix/scene15/260806_w3_allview5	w3fix	round	14225199	free round (W3-fix, role=wave-round, cited_by=22) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene15/v7_pt	look_check/_archive/w2/scene15/v7_pt	w2	round	50038747	free round (W2-ladder, role=baseline-pt(judged), cited_by=28) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/260731_w3_full	look_check/_archive/w3/scene16/260731_w3_full	w3	round	52234693	free round (W3, role=wave-round, cited_by=20) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/260731_w3_mb24_pre	look_check/_archive/w3/scene16/260731_w3_mb24_pre	w3	round	21035151	free round (W3, role=pre-arm, cited_by=2) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/260805_w3_hedgeswap	look_check/_archive/w3fix/scene16/260805_w3_hedgeswap	w3fix	round	52314196	free round (W3-fix, role=wave-round, cited_by=11) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/260806_w3_allview4	look_check/_archive/w3fix/scene16/260806_w3_allview4	w3fix	round	15677089	free round (W3-fix, role=wave-round, cited_by=5) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/260806_w3_allview5	look_check/_archive/w3fix/scene16/260806_w3_allview5	w3fix	round	15618131	free round (W3-fix, role=wave-round, cited_by=22) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/260806_w3_fixqueue	look_check/_archive/w3fix/scene16/260806_w3_fixqueue	w3fix	round	52322181	free round (W3-fix, role=wave-round, cited_by=8) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/260806_w3_fixqueue2	look_check/_archive/w3fix/scene16/260806_w3_fixqueue2	w3fix	round	51843075	free round (W3-fix, role=wave-round, cited_by=14) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/260807_w3_fixqueue3	look_check/_archive/w3fix/scene16/260807_w3_fixqueue3	w3fix	round	51395897	free round (W3-fix, role=wave-round, cited_by=2) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/260811_w3_s16road6	look_check/_archive/w3fix/scene16/260811_w3_s16road6	w3fix	round	49378946	free round (W3-fix, role=wave-round, cited_by=4) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene16/v7_pt	look_check/_archive/w2/scene16/v7_pt	w2	round	52567337	free round (W2-ladder, role=baseline-pt(judged), cited_by=28) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene17/260731_w3_full	look_check/_archive/w3/scene17/260731_w3_full	w3	round	53209621	free round (W3, role=wave-round, cited_by=20) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene17/260731_w3_s17_pre	look_check/_archive/w3/scene17/260731_w3_s17_pre	w3	round	53107990	free round (W3, role=pre-arm, cited_by=2) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene17/260731_w3_sb17	look_check/_archive/w3/scene17/260731_w3_sb17	w3	round	21318441	free round (W3, role=wave-round, cited_by=3) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene17/260731_w3_sb17_pre	look_check/_archive/w3/scene17/260731_w3_sb17_pre	w3	round	21171656	free round (W3, role=pre-arm, cited_by=2) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene17/260806_w3_allview4	look_check/_archive/w3fix/scene17/260806_w3_allview4	w3fix	round	12910945	free round (W3-fix, role=wave-round, cited_by=5) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene17/260806_w3_allview5	look_check/_archive/w3fix/scene17/260806_w3_allview5	w3fix	round	12827107	free round (W3-fix, role=wave-round, cited_by=22) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene17/260806_w3_fixqueue2	look_check/_archive/w3fix/scene17/260806_w3_fixqueue2	w3fix	round	53135826	free round (W3-fix, role=wave-round, cited_by=14) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene17/v8_pt	look_check/_archive/w2/scene17/v8_pt	w2	round	44868815	free round (W2-ladder, role=baseline-pt(judged), cited_by=23) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene18/260731_w3_full	look_check/_archive/w3/scene18/260731_w3_full	w3	round	43948426	free round (W3, role=wave-round, cited_by=20) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene18/260731_w3_s18b	look_check/_archive/w3/scene18/260731_w3_s18b	w3	round	42343934	free round (W3, role=wave-round, cited_by=0) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene18/260731_w3_s18c	look_check/_archive/w3/scene18/260731_w3_s18c	w3	round	42748306	free round (W3, role=wave-round, cited_by=0) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene18/260731_w3_s18d	look_check/_archive/w3/scene18/260731_w3_s18d	w3	round	43089416	free round (W3, role=wave-round, cited_by=0) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene18/260731_w3_s18e	look_check/_archive/w3/scene18/260731_w3_s18e	w3	round	43992555	free round (W3, role=wave-round, cited_by=0) - not pinned by valset.py / regr-chain / BoR stamp / anchor
look_check/scene18/260806_w3_allview4	look_check/_archive/w3fix/scene18/260806_w3_allview4	w3fix	round	12579874	free round (W3-fix, role=wave-round, cited_by=5) - not pinned by valset.py / regr-chain / BoR stamp / anchor
